1;1;2014
2;2;2014
3;3;2014
4;4;2014
5;5;2014
6;6;2014
7;7;2014
8;8;2014
9;9;2014
10;10;2014
11;11;2014
12;12;2014
13;13;2014
14;14;2014
15;15;2014
16;16;2014
17;17;2014
18;18;2014
19;19;2014
20;20;2014
21;21;2014
22;22;2014
23;23;2014
24;24;2014
25;25;2014
26;26;2014
27;27;2014
28;28;2014
29;29;2014
30;30;2014
31;31;2014
32;32;2014
33;33;2014
34;34;2014
35;35;2014
36;36;2014
37;37;2014
38;38;2014
39;39;2014
40;40;2014
41;41;2014
42;42;2014
43;43;2014
44;44;2014
45;45;2014
46;46;2014
47;47;2014
48;48;2014
49;49;2014
50;50;2014
51;51;2014
52;52;2014
53;53;2014
54;54;2014
55;55;2014
56;56;2014
57;57;2014
58;58;2014
59;59;2014
60;60;2014
61;61;2014
62;62;2014
63;63;2014
64;64;2014
65;65;2014
66;66;2014
67;67;2014
68;68;2014
69;69;2014
70;70;2014
71;71;2014
72;72;2014
73;73;2014
74;74;2014
75;75;2014
76;76;2014
77;77;2014
78;78;2014
79;79;2014
80;80;2014
81;81;2014
82;82;2014
83;83;2014
84;84;2014
85;85;2014
86;86;2014
87;87;2014
88;88;2014
89;89;2014
90;90;2014
91;91;2014
92;92;2014
93;93;2014
94;94;2014
95;95;2014
96;96;2014
97;97;2014
98;98;2014
99;99;2014
100;100;2014
101;101;2014
102;102;2014
103;103;2014
104;104;2014
105;105;2014
106;106;2014
107;107;2014
108;108;2014
109;109;2014
110;110;2014
111;111;2014
112;112;2014
113;113;2014
114;114;2014
115;115;2014
116;116;2014
117;117;2014
118;118;2014
119;119;2014
120;120;2014
121;121;2014
122;122;2014
123;123;2014
124;124;2014
125;125;2014
126;126;2014
127;127;2014
128;128;2014
129;129;2014
130;130;2014
131;131;2014
132;132;2014
133;133;2014
134;134;2014
135;135;2014
136;136;2014
137;137;2014
138;138;2014
139;139;2014
140;140;2014
141;141;2014
142;142;2014
143;143;2014
144;144;2014
145;145;2014
146;146;2014
147;147;2014
148;148;2014
149;149;2014
150;150;2014
151;151;2014
152;152;2014
153;153;2014
154;154;2014
155;155;2014
156;156;2014
157;157;2014
158;158;2014
159;159;2014
160;160;2014
161;161;2014
162;162;2014
163;163;2014
164;164;2014
165;165;2014
166;166;2014
167;167;2014
168;168;2014
169;169;2014
170;170;2014
171;171;2014
172;172;2014
173;173;2014
174;174;2014
175;175;2014
176;176;2014
177;177;2014
178;178;2014
179;179;2014
180;180;2014
181;181;2014
182;182;2014
183;183;2014
184;184;2014
185;185;2014
186;186;2014
187;187;2014
188;188;2014
189;189;2014
190;190;2014
191;191;2014
192;192;2014
193;193;2014
194;194;2014
195;195;2014
196;196;2014
197;197;2014
198;198;2014
199;199;2014
200;200;2014
